TargetName,HUGOSymbol,TargetGroup,AnalyteType,CodeClass,ProbePool,MinCount,MaxCount,MedianCount,GeomeanCount,NumberOfProbesIncluded,NumberOfProbesTotal,GeneID
PHF12,PHF12,All Targets,RNA,Endogenous,1,1,66,13,11.17652446,1,1,57649
RHBDL2,RHBDL2,All Targets,RNA,Endogenous,1,1,44,11,9.293894828,1,1,54933
SNRPA,SNRPA,All Targets,RNA,Endogenous,1,1,90,17,15.42724517,1,1,6626
TVP23B,"TVP23C-CDRT4,TVP23C,TVP23B",All Targets,RNA,Endogenous,1,1,92,27,24.1367275,1,1,51030
PCDH7,PCDH7,All Targets,RNA,Endogenous,1,1,25,7,5.943031894,1,1,5099
P4HTM,P4HTM,All Targets,RNA,Endogenous,1,1,83,21,17.53166536,1,1,54681
OR12D1,OR12D1,All Targets,RNA,Endogenous,1,1,30,6,5.070345352,1,1,26530
DTX3L,DTX3L,All Targets,RNA,Endogenous,1,1,145,23,20.60759227,1,1,151636
ALKAL1,ALKAL1,All Targets,RNA,Endogenous,1,1,35,6,5.321877553,1,1,389658
DSCAML1,DSCAML1,All Targets,RNA,Endogenous,1,1,32,7,6.222147553,1,1,57453
MTOR,MTOR,All Targets,RNA,Endogenous,1,1,50,13,10.4733367,1,1,2475
PLEKHA7,PLEKHA7,All Targets,RNA,Endogenous,1,1,51,7,6.646684517,1,1,144100
IQCF3,IQCF3,All Targets,RNA,Endogenous,1,1,20,5,4.303953563,1,1,401067
NAA38,NAA38,All Targets,RNA,Endogenous,1,1,83,20,15.4723283,1,1,84316
TMEM119,TMEM119,All Targets,RNA,Endogenous,1,1,25,6,5.639934501,1,1,338773
KRT85,KRT85,All Targets,RNA,Endogenous,1,1,30,7,5.923464375,1,1,3891
TEKT2,TEKT2,All Targets,RNA,Endogenous,1,1,19,4,4.21988624,1,1,27285
ITFG2,ITFG2,All Targets,RNA,Endogenous,1,1,76,15,13.64117188,1,1,55846
SLC6A4,SLC6A4,All Targets,RNA,Endogenous,1,1,30,7,5.893076215,1,1,6532
GPR137,GPR137,All Targets,RNA,Endogenous,1,1,50,11,8.766613876,1,1,56834
EIF3L,EIF3L,All Targets,RNA,Endogenous,1,2,223,45,38.34550109,1,1,51386
NDST3,NDST3,All Targets,RNA,Endogenous,1,1,30,5,4.804784408,1,1,9348
MSH6,MSH6,All Targets,RNA,Endogenous,1,1,42,11,8.768379709,1,1,2956
MSI1,MSI1,All Targets,RNA,Endogenous,1,1,36,7,6.230221765,1,1,4440
ITGB6,ITGB6,All Targets,RNA,Endogenous,1,1,120,8,8.12812083,1,1,3694
C11orf58,C11orf58,All Targets,RNA,Endogenous,1,1,150,39,32.01855478,1,1,10944
CKAP4,CKAP4,All Targets,RNA,Endogenous,1,1,41,8,7.025368413,1,1,10970
NELFE,NELFE,All Targets,RNA,Endogenous,1,1,73,13,11.65783796,1,1,7936
VEZT,VEZT,All Targets,RNA,Endogenous,1,1,42,8,6.234756856,1,1,55591
MRPL40,MRPL40,All Targets,RNA,Endogenous,1,1,30,8,7.182398373,1,1,64976
AFAP1L1,AFAP1L1,All Targets,RNA,Endogenous,1,1,30,7,5.879021386,1,1,134265
CDH18,CDH18,All Targets,RNA,Endogenous,1,1,22,6,4.581732032,1,1,1016
ZNF79,ZNF79,All Targets,RNA,Endogenous,1,1,61,10,9.878464084,1,1,7633
RNASE1,RNASE1,All Targets,RNA,Endogenous,1,1,299,12,10.10216399,1,1,6035
ZNF658,"ZNF658B,ZNF658",All Targets,RNA,Endogenous,1,1,31,8,6.016231591,1,1,26149
NOL4L,NOL4L,All Targets,RNA,Endogenous,1,1,50,14,11.49752202,1,1,140688
CEP85,CEP85,All Targets,RNA,Endogenous,1,1,40,11,9.729430862,1,1,64793
PPP1R13L,PPP1R13L,All Targets,RNA,Endogenous,1,1,51,7,6.842230985,1,1,10848
PCNX2,PCNX2,All Targets,RNA,Endogenous,1,1,69,10,9.682824904,1,1,80003
TCEAL7,TCEAL7,All Targets,RNA,Endogenous,1,1,36,6,5.586090758,1,1,56849
C2CD4D,C2CD4D,All Targets,RNA,Endogenous,1,1,49,10,8.73938991,1,1,100191040
ARHGEF19,ARHGEF19,All Targets,RNA,Endogenous,1,1,64,12,10.18519245,1,1,128272
ADGRF4,ADGRF4,All Targets,RNA,Endogenous,1,1,15,4,3.654504823,1,1,221393
TTLL1,TTLL1,All Targets,RNA,Endogenous,1,1,40,8,6.84777323,1,1,25809
C1QTNF8,C1QTNF8,All Targets,RNA,Endogenous,1,1,23,5,4.700699646,1,1,390664
C19orf67,C19orf67,All Targets,RNA,Endogenous,1,1,21,4,3.982400197,1,1,646457
ACMSD,ACMSD,All Targets,RNA,Endogenous,1,1,22,6,4.724112554,1,1,130013
SNRPN,"SNHG14,SNRPN,SNURF",All Targets,RNA,Endogenous,1,1,168,20,20.11682888,1,1,6638
TAC1,TAC1,All Targets,RNA,Endogenous,1,1,26,8,5.883775877,1,1,6863
DYNLRB1,DYNLRB1,All Targets,RNA,Endogenous,1,1,109,26,20.9080597,1,1,83658
HTR4,HTR4,All Targets,RNA,Endogenous,1,1,24,6,5.380329116,1,1,3360
SSH3,SSH3,All Targets,RNA,Endogenous,1,1,51,10,8.480706426,1,1,54961
ADAMTS10,ADAMTS10,All Targets,RNA,Endogenous,1,1,43,9,7.523136733,1,1,81794
FAM118B,FAM118B,All Targets,RNA,Endogenous,1,1,53,11,9.995226502,1,1,79607
GPC4,GPC4,All Targets,RNA,Endogenous,1,1,41,12,9.083892749,1,1,2239
MADCAM1,MADCAM1,All Targets,RNA,Endogenous,1,1,32,7,5.301516857,1,1,8174
KITLG,KITLG,All Targets,RNA,Endogenous,1,1,48,7,5.98794956,1,1,4254
ADAM17,ADAM17,All Targets,RNA,Endogenous,1,1,47,9,7.344167153,1,1,6868
PDE6D,PDE6D,All Targets,RNA,Endogenous,1,1,66,13,10.93518918,1,1,5147
PDCD10,PDCD10,All Targets,RNA,Endogenous,1,2,63,16,14.72386752,1,1,11235
ASIC3,ASIC3,All Targets,RNA,Endogenous,1,1,43,10,8.331541625,1,1,9311
SDCBP2,"SDCBP2,FKBP1A-SDCBP2",All Targets,RNA,Endogenous,1,1,133,21,17.66279062,1,1,27111
ADAM8,ADAM8,All Targets,RNA,Endogenous,1,1,157,21,17.71297314,1,1,101
REC114,REC114,All Targets,RNA,Endogenous,1,1,26,5,4.323987771,1,1,283677
BPIFA3,BPIFA3,All Targets,RNA,Endogenous,1,1,31,6,5.222267443,1,1,128861
TTC30A,TTC30A,All Targets,RNA,Endogenous,1,1,32,5,4.154004868,1,1,92104
KLHDC9,KLHDC9,All Targets,RNA,Endogenous,1,1,44,8,6.892067507,1,1,126823
SYNJ1,SYNJ1,All Targets,RNA,Endogenous,1,1,63,9,7.995357189,1,1,8867
PRODH,"PRODH,LOC102724788",All Targets,RNA,Endogenous,1,1,42,5,4.464370322,1,1,5625
CCDC200,CCDC200,All Targets,RNA,Endogenous,1,1,44,11,8.493836356,1,1,100874261
ZBTB18,ZBTB18,All Targets,RNA,Endogenous,1,1,41,8,7.538049484,1,1,10472
FPGT,"FPGT-TNNI3K,FPGT",All Targets,RNA,Endogenous,1,1,31,8,6.305043917,1,1,8790
ZMYM2,ZMYM2,All Targets,RNA,Endogenous,1,1,46,12,10.15582105,1,1,7750
SYT14,SYT14,All Targets,RNA,Endogenous,1,1,22,6,5.259486966,1,1,255928
GPR6,GPR6,All Targets,RNA,Endogenous,1,1,22,5,4.68246146,1,1,2830
NUP98,NUP98,All Targets,RNA,Endogenous,1,1,91,18,15.08550937,1,1,4928
STEAP3,STEAP3,All Targets,RNA,Endogenous,1,1,34,6,5.769399554,1,1,55240
LHCGR,LHCGR,All Targets,RNA,Endogenous,1,1,38,8,7.308247401,1,1,3973
CRLF1,CRLF1,All Targets,RNA,Endogenous,1,1,23,5,5.048020676,1,1,9244
TPM2,TPM2,All Targets,RNA,Endogenous,1,3,127,29,26.90106758,1,1,7169
CDCA5,CDCA5,All Targets,RNA,Endogenous,1,1,62,9,8.731287821,1,1,113130
NRF1,NRF1,All Targets,RNA,Endogenous,1,1,43,6,5.886659418,1,1,4899
MRPL11,MRPL11,All Targets,RNA,Endogenous,1,2,91,20,18.65395125,1,1,65003
CALML5,CALML5,All Targets,RNA,Endogenous,1,1,32,6,4.624449188,1,1,51806
ASB13,ASB13,All Targets,RNA,Endogenous,1,1,25,7,5.942891569,1,1,79754
ANO10,ANO10,All Targets,RNA,Endogenous,1,1,38,8,7.527540489,1,1,55129
PKHD1,PKHD1,All Targets,RNA,Endogenous,1,1,192,14,13.54496555,1,1,5314
APBB2,APBB2,All Targets,RNA,Endogenous,1,1,27,6,5.307676362,1,1,323
C1S,C1S,All Targets,RNA,Endogenous,1,3,456,54,42.64035966,1,1,716
GASK1B,GASK1B,All Targets,RNA,Endogenous,1,1,31,8,5.662187746,1,1,51313
LITAF,LITAF,All Targets,RNA,Endogenous,1,1,123,29,23.48419534,1,1,9516
FSHR,FSHR,All Targets,RNA,Endogenous,1,1,32,6,5.48262723,1,1,2492
SULT2A1,SULT2A1,All Targets,RNA,Endogenous,1,1,24,6,5.082089077,1,1,6822
QRFP,QRFP,All Targets,RNA,Endogenous,1,1,32,6,4.98614687,1,1,347148
ZDBF2,ZDBF2,All Targets,RNA,Endogenous,1,1,40,9,7.927427631,1,1,57683
R3HDML,R3HDML,All Targets,RNA,Endogenous,1,1,38,9,7.14090849,1,1,140902
FOXB1,FOXB1,All Targets,RNA,Endogenous,1,1,59,16,14.32492547,1,1,27023
TP73,TP73,All Targets,RNA,Endogenous,1,1,49,8,7.052546136,1,1,7161
OR7G1,OR7G1,All Targets,RNA,Endogenous,1,1,56,6,5.771767923,1,1,125962
OCRL,OCRL,All Targets,RNA,Endogenous,1,1,28,6,5.111915126,1,1,4952
CCDC159,CCDC159,All Targets,RNA,Endogenous,1,1,45,9,7.418674651,1,1,126075
TOGARAM1,TOGARAM1,All Targets,RNA,Endogenous,1,1,34,8,6.870664598,1,1,23116
LPAR4,LPAR4,All Targets,RNA,Endogenous,1,1,27,5,4.3411836,1,1,2846
GNB2,GNB2,All Targets,RNA,Endogenous,1,1,191,52,37.98741976,1,1,2783
UTP15,UTP15,All Targets,RNA,Endogenous,1,1,33,9,7.363463765,1,1,84135
TRIM3,TRIM3,All Targets,RNA,Endogenous,1,1,44,8,7.400889576,1,1,10612
PRKAA1,PRKAA1,All Targets,RNA,Endogenous,1,1,79,20,16.17643448,1,1,5562
CCDC144NL,CCDC144NL,All Targets,RNA,Endogenous,1,1,73,14,10.71242561,1,1,339184
IKBKE,IKBKE,All Targets,RNA,Endogenous,1,1,88,20,15.46397765,1,1,9641
SPATA5,SPATA5,All Targets,RNA,Endogenous,1,1,36,7,5.824292634,1,1,166378
RGS9,RGS9,All Targets,RNA,Endogenous,1,1,60,12,9.779322055,1,1,8787
REL,REL,All Targets,RNA,Endogenous,1,1,66,11,9.824735776,1,1,5966
ABCG4,ABCG4,All Targets,RNA,Endogenous,1,1,33,7,6.166667908,1,1,64137
MTMR4,MTMR4,All Targets,RNA,Endogenous,1,1,43,10,8.348238208,1,1,9110
ZNF426,ZNF426,All Targets,RNA,Endogenous,1,1,54,9,7.075681568,1,1,79088
EPHA8,EPHA8,All Targets,RNA,Endogenous,1,1,39,7,6.033218983,1,1,2046
APOH,APOH,All Targets,RNA,Endogenous,1,1,18,4,3.705968951,1,1,350
UFD1,UFD1,All Targets,RNA,Endogenous,1,1,119,28,23.04125941,1,1,7353
ACSM2A,ACSM2A,All Targets,RNA,Endogenous,1,1,25,5,4.578887605,1,1,123876
STMN2,STMN2,All Targets,RNA,Endogenous,1,1,23,6,5.156051154,1,1,11075
OGFRL1,OGFRL1,All Targets,RNA,Endogenous,1,1,142,12,9.743521654,1,1,79627
TM4SF18,TM4SF18,All Targets,RNA,Endogenous,1,1,22,4,3.646758375,1,1,116441
MEX3A,MEX3A,All Targets,RNA,Endogenous,1,1,27,6,4.739362871,1,1,92312
GIP,GIP,All Targets,RNA,Endogenous,1,1,30,6,5.487444861,1,1,2695
RBM12B,RBM12B,All Targets,RNA,Endogenous,1,1,37,8,6.758371363,1,1,389677
C1orf185,C1orf185,All Targets,RNA,Endogenous,1,1,33,7,6.063404394,1,1,284546
IER3,IER3,All Targets,RNA,Endogenous,1,1,84,10,8.720839568,1,1,8870
INTS6L,INTS6L,All Targets,RNA,Endogenous,1,2,77,21,17.45045418,1,1,203522
TXLNG,TXLNG,All Targets,RNA,Endogenous,1,1,26,5,4.577824694,1,1,55787
FOXQ1,FOXQ1,All Targets,RNA,Endogenous,1,1,82,11,10.88905803,1,1,94234
MEMO1,MEMO1,All Targets,RNA,Endogenous,1,1,93,18,15.13840354,1,1,51072
ZFAND1,ZFAND1,All Targets,RNA,Endogenous,1,1,29,9,7.892701796,1,1,79752
IQSEC2,IQSEC2,All Targets,RNA,Endogenous,1,1,40,7,6.367717431,1,1,23096
SELENOW,SELENOW,All Targets,RNA,Endogenous,1,2,196,41,33.20402433,1,1,6415
HAUS5,HAUS5,All Targets,RNA,Endogenous,1,1,92,21,19.20282169,1,1,23354
DDX3Y,DDX3Y,All Targets,RNA,Endogenous,1,1,53,10,8.12363933,1,1,8653
OR2T6,OR2T6,All Targets,RNA,Endogenous,1,1,20,5,3.824041046,1,1,254879
ZNF25,ZNF25,All Targets,RNA,Endogenous,1,1,29,6,5.679267382,1,1,219749
METAP2,METAP2,All Targets,RNA,Endogenous,1,1,62,13,11.25192934,1,1,10988
TNNC2,TNNC2,All Targets,RNA,Endogenous,1,1,33,7,6.149693786,1,1,7125
CRYBB1,CRYBB1,All Targets,RNA,Endogenous,1,1,46,9,7.376970537,1,1,1414
EGF,EGF,All Targets,RNA,Endogenous,1,1,25,5,4.522833797,1,1,1950
ZNF517,ZNF517,All Targets,RNA,Endogenous,1,1,18,3,2.780005805,1,1,340385
RPL29,RPL29,All Targets,RNA,Endogenous,1,10,624,127,113.5290826,1,1,6159
RNF25,RNF25,All Targets,RNA,Endogenous,1,1,47,8,7.352414068,1,1,64320
CYP1A1,CYP1A1,All Targets,RNA,Endogenous,1,1,25,5,4.768666662,1,1,1543
ZAN,ZAN,All Targets,RNA,Endogenous,1,1,33,7,6.278148816,1,1,7455
DNAJB2,DNAJB2,All Targets,RNA,Endogenous,1,1,101,24,19.91435559,1,1,3300
ZNF429,ZNF429,All Targets,RNA,Endogenous,1,1,33,9,7.281019717,1,1,353088
BCL2L11,BCL2L11,All Targets,RNA,Endogenous,1,1,127,28,23.24793057,1,1,10018
PEX7,PEX7,All Targets,RNA,Endogenous,1,1,27,7,6.478804411,1,1,5191
EXPH5,EXPH5,All Targets,RNA,Endogenous,1,1,37,8,6.638164301,1,1,23086
MIP,MIP,All Targets,RNA,Endogenous,1,1,26,6,5.34914529,1,1,4284
DRP2,DRP2,All Targets,RNA,Endogenous,1,1,22,4,4.159656227,1,1,1821
CRLF3,CRLF3,All Targets,RNA,Endogenous,1,1,74,13,11.50517636,1,1,51379
SYNDIG1,SYNDIG1,All Targets,RNA,Endogenous,1,1,29,5,4.376394947,1,1,79953
RAB35,RAB35,All Targets,RNA,Endogenous,1,1,160,21,19.53893465,1,1,11021
SPPL2C,SPPL2C,All Targets,RNA,Endogenous,1,1,26,7,5.922178293,1,1,162540
CLECL1,CLECL1,All Targets,RNA,Endogenous,1,1,51,7,6.537402935,1,1,160365
STAC2,STAC2,All Targets,RNA,Endogenous,1,1,23,6,5.419969304,1,1,342667
SERPINA9,SERPINA9,All Targets,RNA,Endogenous,1,1,36,7,6.531682679,1,1,327657
SLC25A17,SLC25A17,All Targets,RNA,Endogenous,1,1,48,10,7.617630891,1,1,10478
COL6A6,COL6A6,All Targets,RNA,Endogenous,1,1,26,5,4.817640293,1,1,131873
EFCAB13,EFCAB13,All Targets,RNA,Endogenous,1,1,34,9,7.245444534,1,1,124989
ATP6V0D1,ATP6V0D1,All Targets,RNA,Endogenous,1,1,74,19,14.73721333,1,1,9114
ASH2L,ASH2L,All Targets,RNA,Endogenous,1,1,56,12,9.803090328,1,1,9070
AAMDC,AAMDC,All Targets,RNA,Endogenous,1,1,29,7,5.828628683,1,1,28971
OLFML3,OLFML3,All Targets,RNA,Endogenous,1,3,177,43,37.01456199,1,1,56944
WNT3,WNT3,All Targets,RNA,Endogenous,1,1,45,8,7.014836599,1,1,7473
CBY1,CBY1,All Targets,RNA,Endogenous,1,1,56,17,14.03240773,1,1,25776
MAK16,MAK16,All Targets,RNA,Endogenous,1,1,26,6,5.46174038,1,1,84549
CD3G,CD3G,All Targets,RNA,Endogenous,1,1,166,15,16.15272509,1,1,917
FAM214B,FAM214B,All Targets,RNA,Endogenous,1,1,54,10,8.783049125,1,1,80256
PMM1,PMM1,All Targets,RNA,Endogenous,1,1,61,11,8.938682686,1,1,5372
LDLRAD4,LDLRAD4,All Targets,RNA,Endogenous,1,2,141,25,23.81529966,1,1,753
GABRR2,GABRR2,All Targets,RNA,Endogenous,1,1,24,7,5.672840706,1,1,2570
DCUN1D3,DCUN1D3,All Targets,RNA,Endogenous,1,1,49,13,9.289351162,1,1,123879
OMD,OMD,All Targets,RNA,Endogenous,1,1,37,6,5.657861114,1,1,4958
WWP2,WWP2,All Targets,RNA,Endogenous,1,1,76,17,13.29504468,1,1,11060
MYO19,MYO19,All Targets,RNA,Endogenous,1,1,39,12,9.780397153,1,1,80179
OR6N2,OR6N2,All Targets,RNA,Endogenous,1,1,32,7,5.539330302,1,1,81442
SYN2,SYN2,All Targets,RNA,Endogenous,1,1,29,6,4.908228319,1,1,6854
TNFSF14,TNFSF14,All Targets,RNA,Endogenous,1,2,92,15,15.33849438,1,1,8740
ARHGEF10L,ARHGEF10L,All Targets,RNA,Endogenous,1,1,77,10,8.891430621,1,1,55160
LIG3,LIG3,All Targets,RNA,Endogenous,1,1,33,9,7.316198109,1,1,3980
ZIC4,ZIC4,All Targets,RNA,Endogenous,1,1,38,8,6.388739314,1,1,84107
MRPL37,MRPL37,All Targets,RNA,Endogenous,1,1,56,11,10.2973076,1,1,51253
RRM2,RRM2,All Targets,RNA,Endogenous,1,1,125,16,16.63222227,1,1,6241
UBE2J2,UBE2J2,All Targets,RNA,Endogenous,1,1,31,8,6.830067453,1,1,118424
CROT,CROT,All Targets,RNA,Endogenous,1,1,35,9,7.971206818,1,1,54677
TMEM225,TMEM225,All Targets,RNA,Endogenous,1,1,12,3,2.707316574,1,1,338661
ARPC1B,ARPC1B,All Targets,RNA,Endogenous,1,5,732,66,66.37176545,1,1,10095
STAT2,STAT2,All Targets,RNA,Endogenous,1,1,139,18,15.26761513,1,1,6773
HBEGF,HBEGF,All Targets,RNA,Endogenous,1,1,34,7,5.564672671,1,1,1839
SERPINA5,SERPINA5,All Targets,RNA,Endogenous,1,1,70,7,6.574816421,1,1,5104
LY96,LY96,All Targets,RNA,Endogenous,1,1,41,7,5.888726167,1,1,23643
FANCE,FANCE,All Targets,RNA,Endogenous,1,1,103,20,17.28925776,1,1,2178
FLYWCH2,FLYWCH2,All Targets,RNA,Endogenous,1,2,97,21,17.82078904,1,1,114984
CPLX1,CPLX1,All Targets,RNA,Endogenous,1,1,32,6,6.028737429,1,1,10815
STXBP5,STXBP5,All Targets,RNA,Endogenous,1,1,54,14,11.35727324,1,1,134957
PRNP,PRNP,All Targets,RNA,Endogenous,1,1,55,11,10.24407611,1,1,5621
CNFN,CNFN,All Targets,RNA,Endogenous,1,1,38,6,6.263715509,1,1,84518
HMMR,HMMR,All Targets,RNA,Endogenous,1,1,38,8,7.459086228,1,1,3161
STK25,STK25,All Targets,RNA,Endogenous,1,1,174,34,26.28113418,1,1,10494
FOSB,FOSB,All Targets,RNA,Endogenous,1,1,23,5,4.307434411,1,1,2354
THAP10,THAP10,All Targets,RNA,Endogenous,1,1,22,5,3.643431586,1,1,56906
SLC22A25,SLC22A25,All Targets,RNA,Endogenous,1,1,25,7,5.680155309,1,1,387601
FAM106A,FAM106A,All Targets,RNA,Endogenous,1,1,73,16,12.72089077,1,1,80039
SLC13A1,SLC13A1,All Targets,RNA,Endogenous,1,1,30,7,6.333017561,1,1,6561
MALT1,MALT1,All Targets,RNA,Endogenous,1,1,47,10,9.662069383,1,1,10892
CD200,CD200,All Targets,RNA,Endogenous,1,1,93,9,9.626004284,1,1,4345
KATNB1,KATNB1,All Targets,RNA,Endogenous,1,1,62,16,13.91507549,1,1,10300
ST6GALNAC5,ST6GALNAC5,All Targets,RNA,Endogenous,1,1,41,6,5.919659066,1,1,81849
AK8,AK8,All Targets,RNA,Endogenous,1,1,141,20,18.38734707,1,1,158067
KRTCAP3,KRTCAP3,All Targets,RNA,Endogenous,1,1,60,15,12.49432585,1,1,200634
YPEL1,YPEL1,All Targets,RNA,Endogenous,1,1,39,10,8.826778756,1,1,29799
CASZ1,CASZ1,All Targets,RNA,Endogenous,1,1,63,13,10.2252258,1,1,54897
TAFA2,TAFA2,All Targets,RNA,Endogenous,1,1,26,5,5.179039052,1,1,338811
ACTR1A,ACTR1A,All Targets,RNA,Endogenous,1,1,51,9,7.585646382,1,1,10121
GALNT7,GALNT7,All Targets,RNA,Endogenous,1,1,55,12,9.551421539,1,1,51809
GET4,GET4,All Targets,RNA,Endogenous,1,1,45,11,8.89125469,1,1,51608
KIF3B,KIF3B,All Targets,RNA,Endogenous,1,1,52,15,12.31304305,1,1,9371
TMEM242,TMEM242,All Targets,RNA,Endogenous,1,1,30,7,5.645389473,1,1,729515
NKAPD1,NKAPD1,All Targets,RNA,Endogenous,1,1,74,14,12.14020593,1,1,55216
RSRC2,RSRC2,All Targets,RNA,Endogenous,1,1,76,16,14.26414617,1,1,65117
GMDS,GMDS,All Targets,RNA,Endogenous,1,1,146,13,12.08217394,1,1,2762
INHBC,INHBC,All Targets,RNA,Endogenous,1,1,31,7,6.032198561,1,1,3626
ZMYM1,ZMYM1,All Targets,RNA,Endogenous,1,1,31,7,6.337091908,1,1,79830
FEM1C,FEM1C,All Targets,RNA,Endogenous,1,1,64,15,12.94409553,1,1,56929
LSMEM1,LSMEM1,All Targets,RNA,Endogenous,1,1,46,9,8.193418743,1,1,286006
TUBB6,TUBB6,All Targets,RNA,Endogenous,1,1,48,11,8.539338347,1,1,84617
HEATR4,HEATR4,All Targets,RNA,Endogenous,1,1,25,5,5.018853599,1,1,399671
FADS2,FADS2,All Targets,RNA,Endogenous,1,1,85,16,13.19331357,1,1,9415
OR8D4,OR8D4,All Targets,RNA,Endogenous,1,1,34,7,6.162460652,1,1,338662
DEFB135,DEFB135,All Targets,RNA,Endogenous,1,1,31,6,5.5551961,1,1,613209
ATP8A2,ATP8A2,All Targets,RNA,Endogenous,1,1,22,7,5.657642353,1,1,51761
CCDC113,CCDC113,All Targets,RNA,Endogenous,1,1,22,4,4.095668061,1,1,29070
PCDH17,PCDH17,All Targets,RNA,Endogenous,1,1,28,6,5.707195278,1,1,27253
SEMA6A,SEMA6A,All Targets,RNA,Endogenous,1,1,80,12,10.01377749,1,1,57556
ZZZ3,ZZZ3,All Targets,RNA,Endogenous,1,1,21,7,5.673300694,1,1,26009
IRAK3,IRAK3,All Targets,RNA,Endogenous,1,1,34,10,8.965861422,1,1,11213
PFKFB1,PFKFB1,All Targets,RNA,Endogenous,1,1,23,4,3.80416666,1,1,5207
MBL2,MBL2,All Targets,RNA,Endogenous,1,1,24,7,6.181462577,1,1,4153
SPDYE5,"SPDYE5,SPDYE6,SPDYE1,SPDYE21,SPDYE2,SPDYE7P,SPDYE2B",All Targets,RNA,Endogenous,1,1,158,31,28.00565653,1,1,442590
MICU2,MICU2,All Targets,RNA,Endogenous,1,1,36,8,7.326384404,1,1,221154
WWTR1,WWTR1,All Targets,RNA,Endogenous,1,1,138,13,12.76598628,1,1,25937
WASHC1,"WASH2P,WASH8P,WASHC1,WASH9P,WASH7P",All Targets,RNA,Endogenous,1,6,395,77,65.13111912,1,1,100287171
SPANXC,"SPANXB1,SPANXD,SPANXC,SPANXA2,SPANXA1",All Targets,RNA,Endogenous,1,1,62,12,11.32601076,1,1,64663
PDHB,PDHB,All Targets,RNA,Endogenous,1,1,51,13,10.66884649,1,1,5162
STYXL2,STYXL2,All Targets,RNA,Endogenous,1,1,39,5,5.036179148,1,1,92235
AMIGO2,AMIGO2,All Targets,RNA,Endogenous,1,1,61,15,12.10947459,1,1,347902
AGBL3,AGBL3,All Targets,RNA,Endogenous,1,1,35,8,7.08107892,1,1,340351
NT5DC1,NT5DC1,All Targets,RNA,Endogenous,1,1,71,15,12.90892556,1,1,221294
BBLN,BBLN,All Targets,RNA,Endogenous,1,2,134,31,27.0901384,1,1,79095
SEC14L5,SEC14L5,All Targets,RNA,Endogenous,1,1,25,5,5.001305956,1,1,9717
GBP4,GBP4,All Targets,RNA,Endogenous,1,1,329,14,16.61109698,1,1,115361
SOHLH2,"CCDC169-SOHLH2,SOHLH2",All Targets,RNA,Endogenous,1,1,24,4,4.302412802,1,1,54937
SPIB,SPIB,All Targets,RNA,Endogenous,1,1,1729,11,14.83528323,1,1,6689
WDFY1,WDFY1,All Targets,RNA,Endogenous,1,1,54,10,9.40130047,1,1,57590
SMIM40,SMIM40,All Targets,RNA,Endogenous,1,1,52,15,11.66976889,1,1,113523636
SCGB1D2,SCGB1D2,All Targets,RNA,Endogenous,1,1,19,5,4.558982037,1,1,10647
CCDC179,CCDC179,All Targets,RNA,Endogenous,1,1,31,8,6.820881508,1,1,100500938
KIAA0895,KIAA0895,All Targets,RNA,Endogenous,1,1,37,8,7.0486816,1,1,23366
SIGLEC5,SIGLEC5,All Targets,RNA,Endogenous,1,1,20,4,3.406032405,1,1,8778
BTBD1,BTBD1,All Targets,RNA,Endogenous,1,1,59,12,10.82390076,1,1,53339
C6orf201,C6orf201,All Targets,RNA,Endogenous,1,1,29,5,5.4327837,1,1,404220
RNF113B,RNF113B,All Targets,RNA,Endogenous,1,1,21,5,4.470140173,1,1,140432
CCDC157,CCDC157,All Targets,RNA,Endogenous,1,1,32,8,7.849598365,1,1,550631
CENPF,CENPF,All Targets,RNA,Endogenous,1,1,25,5,4.906338426,1,1,1063
ERAL1,ERAL1,All Targets,RNA,Endogenous,1,1,34,9,8.205013966,1,1,26284
GPR180,GPR180,All Targets,RNA,Endogenous,1,1,41,8,7.863159043,1,1,160897
PDLIM4,PDLIM4,All Targets,RNA,Endogenous,1,1,113,14,13.23535228,1,1,8572
PRDM1,PRDM1,All Targets,RNA,Endogenous,1,2,220,22,21.4237429,1,1,639
JAG1,JAG1,All Targets,RNA,Endogenous,1,1,91,16,14.88092082,1,1,182
SERP2,SERP2,All Targets,RNA,Endogenous,1,1,31,5,5.115312589,1,1,387923
PPM1L,PPM1L,All Targets,RNA,Endogenous,1,1,19,6,4.674409613,1,1,151742
SLC3A2,SLC3A2,All Targets,RNA,Endogenous,1,1,80,18,15.72540297,1,1,6520
METTL7A,METTL7A,All Targets,RNA,Endogenous,1,1,90,11,10.68347633,1,1,25840
MAP9,MAP9,All Targets,RNA,Endogenous,1,1,29,6,5.224669681,1,1,79884
UBAP2L,UBAP2L,All Targets,RNA,Endogenous,1,1,110,18,13.96057249,1,1,9898
MRPL30,MRPL30,All Targets,RNA,Endogenous,1,1,55,17,13.30581294,1,1,51263
FTCDNL1,FTCDNL1,All Targets,RNA,Endogenous,1,1,32,5,4.607030421,1,1,348751
MOB4,"HSPE1-MOB4,MOB4",All Targets,RNA,Endogenous,1,1,69,15,11.75451892,1,1,25843
ALKBH2,ALKBH2,All Targets,RNA,Endogenous,1,1,55,10,9.723744122,1,1,121642
GLYR1,GLYR1,All Targets,RNA,Endogenous,1,1,138,27,22.28865502,1,1,84656
C20orf203,C20orf203,All Targets,RNA,Endogenous,1,1,45,8,6.375537281,1,1,284805
